,Job Title,Location,Date,Link,Job Attributes,Job Description
52,CBDS Direct Support Professional [TRAINING OFFERED],"West Roxbury, MA",Apr 12,https://boston.craigslist.org/bmw/npo/d/medford-cbds-direct-support/7305586857.html,N/A,"

QR Code Link to This Post


Hello All Job Seekers!!!!

Thank you for your potential interest in working with us here at Outside the Lines Studio, part of Resources for Human Development Boston!

Are you passionate about helping others?  

Are you interested in making the difference in someone’s life? 

With a Person-Centered approach, we tailor supports to create unique programs and planning adapted to meet each individual’s unique needs and goals. With passionate and empathetic staff, we provide comprehensive supports in life and social skills, with an emphasis on community involvement. Focusing on encouraging independence and fostering confidence in the pursuit of meeting each individual’s personal and professional goals, RHD Boston is an agency of choice and advocacy for every individual we serve as well as those whom we employ. 

We are looking for individuals interested in working part-time, and full-time at our arts based community day program as a Direct Support Professional (DSP).

The mission of Resources for Human Development (RHD) is to provide caring, effective and innovative services that empower people of all abilities as they build better lives for themselves, their families and their communities.  RHD’s multi-faceted programs serve people with a variety of challenges that include intellectual and developmental disabilities, mental illness, substance abuse and homelessness.

RHD Boston provides residential, day, and in home support services in the Greater Boston Area  to men and women with developmental and intellectual disabilities and individuals with Autism Spectrum Disorder.

Program Specific Information - Outside the Lines Studio is an arts based program. The Mission of Outside the Lines Studio (OTL) is to provide individuals with developmental disabilities/intellectual disabilities/ASD with the tools and materials to create art and the supports to define themselves as artists.  OTL works with artists with a range of disabilities, in particular people whose challenging behaviors or health issues make them poor fits with more traditional day services.  Many of the artists' works are included in private collections throughout New England. Artists have been successful in local and national juried exhibitions.

The program has a strong commitment to helping individuals explore and become active members of the local and surrounding communities.   
Individuals who express and interest in exploring paid work opportunities as a future goal are provided with opportunities to work on prevocational skills in the center and the community.

Enjoy fulfilling work with a national non-profit with strong values that recognize and support communities and, both, individual and employee alike.

Learn more about our Values-Based Organization here: www.rhd.org/about-rhd/rhd-values/

Apply following either of the following links: 

https://www.rhd.org/about-rhd/work-with-us/job-listings/

https://rhd.balancetrak.com/MASSADRSPPH03202108

Resources for Human Development is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, gender, gender identity, sexual orientation, national origin, genetic information, veteran, or disability status.    "
53,Case Manager for In-Home Supports,Boston,Apr 12,https://boston.craigslist.org/gbs/npo/d/somerville-case-manager-for-in-home/7305579619.html,N/A,"

QR Code Link to This Post


Hello All Job Seekers!!!!

Thank you for your potential interest in working with us here at Resources for Human Development Boston!

Are you passionate about helping others?

Are you interested in making the difference in someone’s life?

Resource’s for Human Development in Boston is looking for a Case Manager to work with individuals with intellectual and developmental disabilities who live independently in the community.

The Case Manager provides individuals with support in accordance with their Individual Service Plan, clinical programming, and instructions provided by their supervisors.  Case Managers ensure that the individuals maintain independence and control of their lives while offering support to attain new skills and be involved in the community.  The Case Manager communicates regularly with other members of the team to ensure the highest quality of care is being provided.  The Cluster Manager and Independent Supports Director oversee the case managers.

With a Person-Centered approach, we tailor supports to create unique programs and planning adapted to meet each individual’s unique needs and goals. With passionate and empathetic staff, we provide comprehensive supports in life and social skills, with an emphasis on community involvement. Focusing on encouraging independence and fostering confidence in the pursuit of meeting each individual’s personal and professional goals, RHD Boston is an agency of choice and advocacy for every individual we serve as well as those whom we employ.

We are looking for individuals interested in working full-time as a Case Manager in the Boston area.

Enjoy fulfilling work with a national non-profit with strong values that recognize and support communities and, both, individual and employee alike.

Learn more about our Values-Based Organization here: www.rhd.org/about-rhd/rhd-values/

Apply following either of the following links:

https://www.rhd.org/about-rhd/work-with-us/job-listings/

https://rhd.balancetrak.com/MASSACASMGH02202102

Responsibilities Include:

-Act as part of a multidisciplinary team designed to provide services from a holistic and Values based perspective.

-Assist in the development of individual service plans and reviews in collaboration with the individual, natural supports and consented stakeholders.

-Provide community-based services to individual focusing on education, connection with resources, community interaction and achievement of recovery plan goals.

-Complete all assessments and documentation as required by RHD, funder, licensing/ accreditation entities.

-Develop and maintain relationships with community agencies in order to assist individual in connecting with all available resources.

-Other duties as assigned

Resources for Human Development is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, gender, gender identity, sexual orientation, national origin, genetic information, veteran, or disability status.    "
54,Relief Direct Support Professional [TRAINING OFFERED],"West Roxbury, MA",Apr 12,https://boston.craigslist.org/bmw/npo/d/west-roxbury-relief-direct-support/7305577690.html,N/A,"

QR Code Link to This Post


Hello All Job Seekers!!!!

Thank you for your potential interest in working with us here at Resources for Human Development Boston!

Are you passionate about helping others?  

Are you interested in making the difference in someone’s life? 

Are you interested in a SUPER FLEXIBLE schedule?? One that is completely up to you!

Resource’s for Human Development in Boston is looking for Direct Support Professionals, Residential Counselors, and Direct Support Specialists to work in small group residential settings with individuals with intellectual and developmental disabilities.  

With a Person-Centered approach, we tailor supports to create unique programs and planning adapted to meet each individual’s unique needs and goals. With passionate and empathetic staff, we provide comprehensive supports in life and social skills, with an emphasis on community involvement. Focusing on encouraging independence and fostering confidence in the pursuit of meeting each individual’s personal and professional goals, RHD Boston is an agency of choice and advocacy for every individual we serve as well as those whom we employ. 

Programs are located in Greater Boston [Roslindale, West Roxbury, Hyde Park, Waltham, Walpole, Arlington, Medford]. 

We are looking for individuals interested in working relief (on call) at our residential programs as Direct Support Professionals. This position would bring you into a relief pool of coworkers that allows you to be contacted for shifts each week by our staffing coordinator and site directors, giving you the chance (and choice!) to work to what your current work or school schedule would allow.

Enjoy fulfilling work with a national non-profit with strong values that recognize and support communities and, both, individual and employee alike.

Learn more about our Values-Based Organization here: www.rhd.org/about-rhd/rhd-values/

Apply following either of the following links: 

https://www.rhd.org/about-rhd/work-with-us/job-listings/

https://rhd.balancetrak.com/MASSADRSPPH04202107

Resources for Human Development is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, gender, gender identity, sexual orientation, national origin, genetic information, veteran, or disability status.    "
55,Direct Support Professional [Arlington] [TRAININGS OFFERED],"Arlington, Ma",Apr 12,https://boston.craigslist.org/gbs/npo/d/arlington-direct-support-professional/7305576602.html,N/A,"

QR Code Link to This Post


Hello All Job Seekers!!!!

Thank you for your potential interest in working with us here at Resources for Human Development Boston!

Are you passionate about helping others?

Are you interested in making the difference in someone’s life?

Resource’s for Human Development in Boston is looking for Direct Support Professionals, Residential Counselors, and Direct Support Specialists to work in small group residential settings with individuals with intellectual and developmental disabilities.

With a Person-Centered approach, we tailor supports to create unique programs and planning adapted to meet each individual’s unique needs and goals. With passionate and empathetic staff, we provide comprehensive supports in life and social skills, with an emphasis on community involvement. Focusing on encouraging independence and fostering confidence in the pursuit of meeting each individual’s personal and professional goals, RHD Boston is an agency of choice and advocacy for every individual we serve as well as those whom we employ.

Programs are located in Greater Boston [Roslindale, West Roxbury, Hyde Park, Waltham, Walpole, Arlington, Medford].

We are looking for individuals interested in working relief (on call), part-time, and full-time at our residential programs as Direct Support Professionals.

Enjoy fulfilling work with a national non-profit with strong values that recognize and support communities and, both, individual and employee alike.

Learn more about our Values-Based Organization here: www.rhd.org/about-rhd/rhd-values/

Apply following either of the following links:

https://www.rhd.org/about-rhd/work-with-us/job-listings/

https://rhd.balancetrak.com/MASSADRSPPH04202106

Resources for Human Development is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, gender, gender identity, sexual orientation, national origin, genetic information, veteran, or disability status.    "
56,Direct Support Professional [Hyde Park] [TRAININGS OFFERED],"Hyde Park, Ma",Apr 12,https://boston.craigslist.org/gbs/npo/d/hyde-park-direct-support-professional/7305576045.html,N/A,"

QR Code Link to This Post


Hello All Job Seekers!!!!

Thank you for your potential interest in working with us here at Resources for Human Development Boston!

Are you passionate about helping others?

Are you interested in making the difference in someone’s life?

Resource’s for Human Development in Boston is looking for Direct Support Professionals, Residential Counselors, and Direct Support Specialists to work in small group residential settings with individuals with intellectual and developmental disabilities.

With a Person-Centered approach, we tailor supports to create unique programs and planning adapted to meet each individual’s unique needs and goals. With passionate and empathetic staff, we provide comprehensive supports in life and social skills, with an emphasis on community involvement. Focusing on encouraging independence and fostering confidence in the pursuit of meeting each individual’s personal and professional goals, RHD Boston is an agency of choice and advocacy for every individual we serve as well as those whom we employ.

Programs are located in Greater Boston [Roslindale, West Roxbury, Hyde Park, Waltham, Walpole, Arlington, Medford].

We are looking for individuals interested in working relief (on call), part-time, and full-time at our residential programs as Direct Support Professionals.

Enjoy fulfilling work with a national non-profit with strong values that recognize and support communities and, both, individual and employee alike.

Learn more about our Values-Based Organization here: www.rhd.org/about-rhd/rhd-values/

Apply following either of the following links:

https://www.rhd.org/about-rhd/work-with-us/job-listings/

https://rhd.balancetrak.com/MASSADRSPPH04202104

Resources for Human Development is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, gender, gender identity, sexual orientation, national origin, genetic information, veteran, or disability status.    "
57,Direct Support Professional [Walpole] [TRAININGS OFFERED],"Walpole, Ma",Apr 12,https://boston.craigslist.org/gbs/npo/d/south-walpole-direct-support/7305575645.html,N/A,"

QR Code Link to This Post


Hello All Job Seekers!!!!

Thank you for your potential interest in working with us here at Resources for Human Development Boston!

Are you passionate about helping others?

Are you interested in making the difference in someone’s life?

Resource’s for Human Development in Boston is looking for Direct Support Professionals, Residential Counselors, and Direct Support Specialists to work in small group residential settings with individuals with intellectual and developmental disabilities.

With a Person-Centered approach, we tailor supports to create unique programs and planning adapted to meet each individual’s unique needs and goals. With passionate and empathetic staff, we provide comprehensive supports in life and social skills, with an emphasis on community involvement. Focusing on encouraging independence and fostering confidence in the pursuit of meeting each individual’s personal and professional goals, RHD Boston is an agency of choice and advocacy for every individual we serve as well as those whom we employ.

Programs are located in Greater Boston [Roslindale, West Roxbury, Hyde Park, Waltham, Walpole, Arlington, Medford].

We are looking for individuals interested in working relief (on call), part-time, and full-time at our residential programs as Direct Support Professionals.

Enjoy fulfilling work with a national non-profit with strong values that recognize and support communities and, both, individual and employee alike.

Learn more about our Values-Based Organization here: www.rhd.org/about-rhd/rhd-values/

Apply following either of the following links:

https://www.rhd.org/about-rhd/work-with-us/job-listings/

https://rhd.balancetrak.com/MASSADRSPPH04202102

Resources for Human Development is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, gender, gender identity, sexual orientation, national origin, genetic information, veteran, or disability status.    "
58,Direct Support Professional [West Roxbury] [TRAININGS OFFERED],"West Roxbury, MA",Apr 12,https://boston.craigslist.org/gbs/npo/d/west-roxbury-direct-support/7305575305.html,N/A,"

QR Code Link to This Post


Hello All Job Seekers!!!!

Thank you for your potential interest in working with us here at Resources for Human Development Boston!

Are you passionate about helping others?

Are you interested in making the difference in someone’s life?

Resource’s for Human Development in Boston is looking for Direct Support Professionals, Residential Counselors, and Direct Support Specialists to work in small group residential settings with individuals with intellectual and developmental disabilities.

With a Person-Centered approach, we tailor supports to create unique programs and planning adapted to meet each individual’s unique needs and goals. With passionate and empathetic staff, we provide comprehensive supports in life and social skills, with an emphasis on community involvement. Focusing on encouraging independence and fostering confidence in the pursuit of meeting each individual’s personal and professional goals, RHD Boston is an agency of choice and advocacy for every individual we serve as well as those whom we employ.

Programs are located in Greater Boston [Roslindale, West Roxbury, Hyde Park, Waltham, Walpole, Arlington, Medford].

We are looking for individuals interested in working relief (on call), part-time, and full-time at our residential programs as Direct Support Professionals.

Enjoy fulfilling work with a national non-profit with strong values that recognize and support communities and, both, individual and employee alike.

Learn more about our Values-Based Organization here: www.rhd.org/about-rhd/rhd-values/

Apply following either of the following links:

https://www.rhd.org/about-rhd/work-with-us/job-listings/

https://rhd.balancetrak.com/MASSADRSPPH04202105

Resources for Human Development is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, gender, gender identity, sexual orientation, national origin, genetic information, veteran, or disability status.    "
59,Direct Support Professional [Waltham] [TRAININGS OFFERED],"Waltham, MA",Apr 12,https://boston.craigslist.org/bmw/npo/d/waltham-direct-support-professional/7305575023.html,N/A,"

QR Code Link to This Post


Hello All Job Seekers!!!!

Thank you for your potential interest in working with us here at Resources for Human Development Boston!

Are you passionate about helping others?

Are you interested in making the difference in someone’s life?

Resource’s for Human Development in Boston is looking for Direct Support Professionals, Residential Counselors, and Direct Support Specialists to work in small group residential settings with individuals with intellectual and developmental disabilities.

With a Person-Centered approach, we tailor supports to create unique programs and planning adapted to meet each individual’s unique needs and goals. With passionate and empathetic staff, we provide comprehensive supports in life and social skills, with an emphasis on community involvement. Focusing on encouraging independence and fostering confidence in the pursuit of meeting each individual’s personal and professional goals, RHD Boston is an agency of choice and advocacy for every individual we serve as well as those whom we employ.

Programs are located in Greater Boston [Roslindale, West Roxbury, Hyde Park, Waltham, Walpole, Arlington, Medford].

We are looking for individuals interested in working relief (on call), part-time, and full-time at our residential programs as Direct Support Professionals.

Enjoy fulfilling work with a national non-profit with strong values that recognize and support communities and, both, individual and employee alike.

Learn more about our Values-Based Organization here: www.rhd.org/about-rhd/rhd-values/

Apply following either of the following links:

https://www.rhd.org/about-rhd/work-with-us/job-listings/

https://rhd.balancetrak.com/MASSADRSPPH04202103

Resources for Human Development is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, gender, gender identity, sexual orientation, national origin, genetic information, veteran, or disability status.    "
60,BILINGUAL DISABILITY PEER ADVOCATE,BOSTON,Apr 11,https://boston.craigslist.org/nos/npo/d/boston-bilingual-disability-peer/7305340068.html,N/A,"

QR Code Link to This Post


Job Title:  	BCIL BILINGUAL DISABILITY PEER ADVOCATE
Reports to: 	BCIL DIRECTOR OF SERVICES AND BCIL DORCHESTER OFFICE PROGRAM MANAGER
Location: 	BOSTON/DOWNTOWN CROSSING AND DORCHESTER/FIELDS CORNER

The Boston Center for Independent Living is a frontline civil rights organization led by people with disabilities that advocates to eliminate discrimination, isolation, and segregation by providing advocacy, information and referral, peer support, skills training, PCA services, and transitional services to enhance the independence of people with disabilities.

As an organization, we commit to making all aspects of our work antiracist, not only because it is just but because it is necessary to serve our community of people with disabilities. We commit to purposefully identify, discuss, and challenge issues of race and ethnicity, and the impacts they have on our organization, our work, and our people. 

BCIL serves a very diverse clientele and our staff reflect much of that diversity. People with disabilities, people of color and those who speak another language are encouraged to apply for positions. All applicants are welcome.

Position Overview: The Bilingual Disability Peer Advocate provides peer mentoring, skills training, advocacy, information & referral, and other supportive services to people with disabilities who are motivated to live more independently. This position will have the opportunity to participate in systemic advocacy activities as prioritized by their supervisor. 

Essential Duties and Responsibilities: 
•	Works with consumers to help them assess their personal independent living needs and develop independent living service plans (ILSPs)  
•	Provides consumers with skills training, peer mentoring in self-advocacy, and information & referral services, individually or in groups
•	Arranges to meet with consumers at the BCIL office, or, when the consumer is unable to travel, arranges 
    to meet at other mutually agreed upon locations within the BCIL service area
•	Assists in coordination of services with other agencies and BCIL staff members
•	Engages in community outreach and systems advocacy efforts to help promote agency goals
•	Documents all activities according to accepted BCIL standards and timelines, utilizing WILD
•	Actively participates in 
o	monthly staff meetings (all-staff, direct services and case conference), and other mandatory meetings as instructed
o	on-going training opportunities (mandatory and optional) to ensure up-to-date knowledge of federal, state, and municipal government benefits and regulations, as well as community resources
o	weekly or bi-weekly supervision, coming prepared to discuss successes, challenges, productivity, documentation, and professional development goals
•	Bi-lingual skills in languages used by consumers (Vietnamese, Spanish, Haitian Creole, or Cape Verdean Creole).
•	Perform other duties as assigned

Desired Qualifications:
•	At least 2 years’ experience working with individuals with disabilities, a member of the population to be served or extensive experience in an independent living setting
•	Ability to take direction and follow through on assigned tasks and to manage time effectively
•	Flexibility and the ability to work collaboratively as a member of a team
•	Ability to model clear professional boundaries, social skills, and work etiquette
•	Ability to travel throughout BCIL service area (driver’s license not required) 
•	Strong communication skills (expressive, receptive, and written)

Equipment Operated:
Computers, copier, scanner, Microsoft Office, printer, and other office equipment/programs.

Working Environment:
Office area is a shared workspace divided by cubicles. Verbal communication can be heard from other staff in adjoining cubicles. While the office is closed due to COVID-19, BCIL employees are working remotely.

Hours: 40 Hours – Full Time

Benefits:
•	2 weeks paid vacation (increases with length of service)
•	2 personal days
•	11 holidays
•	12 sick days
•	Health, dental, (75% paid by agency).  Short-term disability, long-term disability, group life insurance 100% company paid.
•	Optional FSA medical and dependent care accounts, critical care insurance and additional life insurance available (employee paid).
•	403(B) Retirement plans available.

Salary:  $35,500 annually

How to apply: Email cover letter and resume 

Boston Center for Independent Living, Inc.
60 Temple Place, 5th Floor
Boston, MA  02111-1324

BCIL is an Affirmative Action/Equal Opportunity Employer.  Reasonable accommodation is provided as needed for employees and other affiliates.  Criminal Offender Record Information (CORI) and List of Excluded Individuals/Entities (LEIE) checks are part of BCIL’s standard procedure.
"
61,Personal Care Attendant (PCA) Skills Trainer,BOSTON,Apr 11,https://boston.craigslist.org/gbs/npo/d/boston-personal-care-attendant-pca/7305337670.html,N/A,"

QR Code Link to This Post


The Boston Center for Independent Living is a frontline civil rights organization led by people with disabilities that advocates to eliminate discrimination, isolation, and segregation by providing advocacy, information and referral, peer support, skills training, PCA services, and transitional services in order to enhance the independence of people with disabilities.

As an organization, we commit to making all aspects of our work antiracist, not only because it is just but because it is necessary to serve our community of people with disabilities. We commit to purposefully identify, discuss, and challenge issues of race and ethnicity, and the impacts they have on our organization, our work, and our people. BCIL serves a very diverse clientele and our staff reflect much of that diversity. People with disabilities, people of color and those who speak another language are encouraged to apply for positions. All applicants are welcome.

Position Overview: A full-time, benefited position, providing skills training, service coordination and other supportive services to people with disabilities who are using or wish to be evaluated for the BCIL personal care attendant (PCA) program. Will work with individual consumers to educate them on how a consumer uses the PCA program and will provide information and updates as needed on program changes, including information on program guidelines and regulations, documentation requirements, and relevant community services and resources.

Essential Duties and Responsibilities: 
•	Determines if individuals may be eligible for MassHealth benefits.
•	Assesses if an individual has the ability and skills to live independently and manage his or her own PCA program or if they can do so with the assistance of a surrogate, case manager or administrative proxy.
•	Communicate the PCA Provider Agency’s (BCIL’s) role and the Fiscal Intermediary’s (FI) role as outlined in the MassHealth handbook.
•	Ability to travel within the Greater Boston area. 
•	Ability to meet with the consumer in their home, some which may or may not be accessible.
•	Conduct program intakes and provide orientation and ongoing skills training and peer mentoring to consumers individually or in groups.
•	Complete documentation of skills training, I&R, Peer Mentoring, etc. provided to each consumer.
•	Have a working knowledge of contract requirements such as timelines for contacting consumers, providing services, consumer eligibility documentation requirements, consumer rights, and more.
•	Participate in organization staff meetings, PCA Department meetings, and required staff trainings and workshops.
•	Perform other related duties as assigned.


Qualifications:
•	At least one year’s experience in a human services field or relevant personal independent living experiences.
•	Effective communication skills, including ability to effectively complete reports and required documentation.
•	Computer skills or ability to quickly learn.
•	Ability to manage time effectively and carry out projects independently, within a team setting.
•	Ability to travel and access consumers’ residences (some of which may not be accessible) to conduct initial intake and PCA skills training.
•	Commitment to independent living philosophy.
•	Ability to communicate in a 2nd language used by BCIL PCA consumers (Spanish, Haitian Creole, Cape Verdean Creole, Vietnamese, other) a plus.

Equipment Operated:
Computers, copier, scanner, Microsoft Office, printer, and other office equipment/programs.

Working Environment:
Office area is a shared workspace divided by cubicles. Verbal communication can be heard from other staff in adjoining cubicles. While the office is closed due to COVID-19, BCIL employees are working remotely.

Hours: 40 Hours – Full Time

Benefits:
•	2 weeks paid vacation (increases with length of service)
•	2 personal days
•	11 holidays
•	12 sick days
•	Health, dental, (75% paid by agency).  Short-term disability, long-term disability, group life insurance 100% company paid.
•	Optional FSA medical and dependent care accounts, critical care insurance and additional life insurance available (employee paid).

Salary:  $34,000 annually

BCIL is an Affirmative Action/Equal Opportunity Employer.  Reasonable accommodation is provided as needed for employees and other affiliates.  Criminal Offender Record Information (CORI) and List of Excluded Individuals/Entities (LEIE) checks are part of BCIL’s standard procedure.
"
62,Independent Living/Long Term Supports and Services Coordinator,BOSTON,Apr 11,https://boston.craigslist.org/gbs/npo/d/boston-independent-living-long-term/7305335854.html,N/A,"

QR Code Link to This Post


The Boston Center for Independent Living is a frontline civil rights organization led by people with disabilities that advocates to eliminate discrimination, isolation, and segregation by providing advocacy, information and referral, peer support, skills training, PCA services, and transitional services in order to enhance the independence of people with disabilities.

As an organization, we commit to making all aspects of our work antiracist, not only because it is just but because it is necessary to serve our community of people with disabilities. We commit to purposefully identify, discuss, and challenge issues of race and color, and the impacts they have on our organization, our work, and our people. 

BCIL serves a very diverse clientele, and our staff reflect much of that diversity. People with disabilities, people of color and those who speak another language are encouraged to apply for positions. All applicants are welcome.

Position Overview: A full-time, benefited position, assisting people with disabilities enrolled in the new health plans for people on Medicaid and Medicare to identify and acquire services to maximize their independence and health status. Will provide coordination of Long Term Supports and Services for health plan enrollees, working with the consumer as a full member of his or her Interdisciplinary Care Team, though representing BCIL at all times.

Essential Duties and Responsibilities: 
•	Representing the long-term care needs of the enrollee, advocating for the enrollee, and providing education on long term supports and services to the interdisciplinary care team and the enrollee.
•	Providing long term supports and services coordination that includes in-home/facility assessments and contributing to and/or evaluating the enrollee’s individualized care plan and monitoring the plan at the enrollee’s direction.
•	As a member of the care team, participating in initial and ongoing assessments of the health and functional status of enrollees, and developing the community-based component of a care plan necessary to improve or maintain enrollee’s independence, health and functional status.
•	Arranging and coordinating the authorization and provision of appropriate community long term supports and services and resources.
•	Assisting Enrollees to access personnel care attendant (PCA) services as needed.
•	Monitoring the appropriate provision and functional outcomes of community long term supports and services, according to the care plan, as deemed appropriate by the care team.
•	Determining community-based alternatives to long-term care.
•	Assessing appropriateness for facility-based long care, if indicated.
•	Working with BCIL staff as needed in service coordination efforts.
•	Performing other duties as assigned by BCIL supervisor.



Qualifications:
•	A Bachelor’s degree in Social Work or Human Services, or at least two years’ relevant experience working with people with disabilities.
•	Completion of training that includes education on person-centered planning and person-centered direction.
•	Knowledge of the home and community-based service system and how to access and arrange for services.
•	Experience in conducting needs assessments for long term care needs and with monitoring long term supports and services delivery.
•	Cultural competence and the ability to provide informed advocacy.
•	Ability to write an Individualized Care Plan and communicate effectively, verbally and in writing, across complicated service and support systems or ability to learn quickly.
•	Ability to positively interact and advocate with a complex Interdisciplinary Care Team while representing a consumer’s needs and goals.
•	Ability to travel and access consumers’ residences (some of which may not be accessible) to conduct initial intake and PCA skills training.
•	Ability to work on tight timelines.
•	Bilingual a plus.

Equipment Operated:
Computers, copier, scanner, Microsoft Office, printer, and other office equipment/programs.

Working Environment:
Office area is a shared workspace divided by cubicles. Verbal communication can be heard from other staff in adjoining cubicles. While the office is closed due to COVID-19, BCIL employees are working remotely.

Hours: 40 Hours – Full Time

Benefits:
•	2 weeks paid vacation (increases with length of service)
•	2 personal days
•	11 holidays
•	12 sick days
•	Health, dental, (75% paid by agency).  Short-term disability, long-term disability, group life insurance 100% company paid.
•	Optional FSA medical and dependent care accounts, critical care insurance and additional life insurance available (employee paid).

Salary:  $37,000.00 annually, depending on skills and experience

BCIL is an Affirmative Action/Equal Opportunity Employer.  Reasonable accommodation is provided as needed for employees and other affiliates.  Criminal Offender Record Information (CORI) and List of Excluded Individuals/Entities (LEIE) checks are part of BCIL’s standard procedure.
"
63,BILINGUAL DISABILITY PEER ADVOCATE,BOSTON,Apr 11,https://boston.craigslist.org/gbs/npo/d/boston-bilingual-disability-peer/7305334632.html,N/A,"

QR Code Link to This Post


The Boston Center for Independent Living is a frontline civil rights organization led by people with disabilities that advocates to eliminate discrimination, isolation, and segregation by providing advocacy, information and referral, peer support, skills training, PCA services, and transitional services to enhance the independence of people with disabilities.

As an organization, we commit to making all aspects of our work antiracist, not only because it is just but because it is necessary to serve our community of people with disabilities. We commit to purposefully identify, discuss, and challenge issues of race and ethnicity, and the impacts they have on our organization, our work, and our people. 

BCIL serves a very diverse clientele and our staff reflect much of that diversity. People with disabilities, people of color and those who speak another language are encouraged to apply for positions. All applicants are welcome.

Position Overview: The Bilingual Disability Peer Advocate provides peer mentoring, skills training, advocacy, information & referral, and other supportive services to people with disabilities who are motivated to live more independently. This position will have the opportunity to participate in systemic advocacy activities as prioritized by their supervisor. 

Currently we have openings in both our Boston/Downtown Crossing and Fields Corner/Dorchester locations.

Essential Duties and Responsibilities: 
•	Works with consumers to help them assess their personal independent living needs and develop independent living service plans (ILSPs)  
•	Provides consumers with skills training, peer mentoring in self-advocacy, and information & referral services, individually or in groups
•	Arranges to meet with consumers at the BCIL office, or, when the consumer is unable to travel, arranges 
    to meet at other mutually agreed upon locations within the BCIL service area
•	Assists in coordination of services with other agencies and BCIL staff members
•	Engages in community outreach and systems advocacy efforts to help promote agency goals
•	Documents all activities according to accepted BCIL standards and timelines, utilizing WILD
•	Actively participates in 
o	monthly staff meetings (all-staff, direct services and case conference), and other mandatory meetings as instructed
o	on-going training opportunities (mandatory and optional) to ensure up-to-date knowledge of federal, state, and municipal government benefits and regulations, as well as community resources
o	weekly or bi-weekly supervision, coming prepared to discuss successes, challenges, productivity, documentation, and professional development goals
•	Bi-lingual skills in languages used by consumers (Vietnamese, Spanish, Haitian Creole, or Cape Verdean Creole).
•	Perform other duties as assigned

Desired Qualifications:
•	At least 2 years’ experience working with individuals with disabilities, a member of the population to be served or extensive experience in an independent living setting
•	Ability to take direction and follow through on assigned tasks and to manage time effectively
•	Flexibility and the ability to work collaboratively as a member of a team
•	Ability to model clear professional boundaries, social skills, and work etiquette
•	Ability to travel throughout BCIL service area (driver’s license not required) 
•	Strong communication skills (expressive, receptive, and written)

Equipment Operated:
Computers, copier, scanner, Microsoft Office, printer, and other office equipment/programs.

Working Environment:
Office area is a shared workspace divided by cubicles. Verbal communication can be heard from other staff in adjoining cubicles. 

While the office is closed due to COVID-19, BCIL employees are working remotely.

Hours: 40 Hours – Full Time

Benefits:
•	2 weeks paid vacation (increases with length of service)
•	2 personal days
•	11 holidays
•	12 sick days
•	Health, dental, (75% paid by agency).  Short-term disability, long-term disability, group life insurance 100% company paid.
•	Optional FSA medical and dependent care accounts, critical care insurance and additional life insurance available (employee paid).
•	403(B) Retirement plans available.

Salary:  $35,500 annually

How to apply: Email cover letter and resume 

BCIL is an Affirmative Action/Equal Opportunity Employer.  Reasonable accommodation is provided as needed for employees and other affiliates.  Criminal Offender Record Information (CORI) and List of Excluded Individuals/Entities (LEIE) checks are part of BCIL’s standard procedure.

"
64,HIRING NOW: GRASSROOTS CAMPAIGN POSITIONS-EARN AVG of $14-20/HR,"Boston, MA",Apr 11,https://boston.craigslist.org/gbs/npo/d/cambridge-hiring-now-grassroots/7305255883.html,N/A,"

QR Code Link to This Post











"
